"Statistic Label","Month","Type of Residential Property","UNIT","VALUE"
"Percentage Change over 3 months for Residential Property Price Index","2021 July","National - houses","%","3.9"
"Percentage Change over 3 months for Residential Property Price Index","2021 July","National - apartments","%","4.6"
"Percentage Change over 3 months for Residential Property Price Index","2021 July","Dublin - all residential properties","%","3.7"
"Percentage Change over 3 months for Residential Property Price Index","2021 July","Dublin - houses","%","3.5"
"Percentage Change over 3 months for Residential Property Price Index","2021 July","Dublin - apartments","%","4.5"
"Percentage Change over 3 months for Residential Property Price Index","2021 July","Dublin City - houses","%","2.9"
"Percentage Change over 3 months for Residential Property Price Index","2021 July","Dun Laoghaire-Rathdown - houses","%","4.2"
"Percentage Change over 3 months for Residential Property Price Index","2021 July","Fingal - houses","%","1.9"
"Percentage Change over 3 months for Residential Property Price Index","2021 July","South Dublin - houses","%","5.6"
"Percentage Change over 3 months for Residential Property Price Index","2021 July","National excluding Dublin - all residential properties","%","4.3"
"Percentage Change over 3 months for Residential Property Price Index","2021 July","National excluding Dublin - houses","%","4.3"
"Percentage Change over 3 months for Residential Property Price Index","2021 July","National excluding Dublin - apartments","%","4.8"
"Percentage Change over 3 months for Residential Property Price Index","2021 July","Border excluding Louth - houses","%","5.6"
"Percentage Change over 3 months for Residential Property Price Index","2021 July","Midland - houses","%","4.7"
"Percentage Change over 3 months for Residential Property Price Index","2021 July","West - houses","%","2.9"
"Percentage Change over 3 months for Residential Property Price Index","2021 July","Mid-East including Louth - houses","%","2.9"
"Percentage Change over 3 months for Residential Property Price Index","2021 July","Mid-West including South Tipperary - houses","%","5.2"
"Percentage Change over 3 months for Residential Property Price Index","2021 July","South-East excluding South Tipperary - houses","%","5.1"
"Percentage Change over 3 months for Residential Property Price Index","2021 July","South-West - houses","%","5.6"
"Percentage Change over 3 months for Residential Property Price Index","2021 August","National - all residential properties","%","5.5"
"Percentage Change over 3 months for Residential Property Price Index","2021 August","National - houses","%","5.6"
"Percentage Change over 3 months for Residential Property Price Index","2021 August","National - apartments","%","4.7"
"Percentage Change over 3 months for Residential Property Price Index","2021 August","Dublin - all residential properties","%","4.9"
"Percentage Change over 3 months for Residential Property Price Index","2021 August","Dublin - houses","%","4.8"
"Percentage Change over 3 months for Residential Property Price Index","2021 August","Dublin - apartments","%","5.4"
"Percentage Change over 3 months for Residential Property Price Index","2021 August","Dublin City - houses","%","4.6"
"Percentage Change over 3 months for Residential Property Price Index","2021 August","Dun Laoghaire-Rathdown - houses","%","5.1"
"Percentage Change over 3 months for Residential Property Price Index","2021 August","Fingal - houses","%","4.5"
"Percentage Change over 3 months for Residential Property Price Index","2021 August","South Dublin - houses","%","5.3"
"Percentage Change over 3 months for Residential Property Price Index","2021 August","National excluding Dublin - all residential properties","%","5.9"
"Percentage Change over 3 months for Residential Property Price Index","2021 August","National excluding Dublin - houses","%","6.1"
"Percentage Change over 3 months for Residential Property Price Index","2021 August","National excluding Dublin - apartments","%","3.3"
"Percentage Change over 3 months for Residential Property Price Index","2021 August","Border excluding Louth - houses","%","7.2"
"Percentage Change over 3 months for Residential Property Price Index","2021 August","Midland - houses","%","6.2"
"Percentage Change over 3 months for Residential Property Price Index","2021 August","West - houses","%","3.9"
"Percentage Change over 3 months for Residential Property Price Index","2021 August","Mid-East including Louth - houses","%","4.5"
"Percentage Change over 3 months for Residential Property Price Index","2021 August","Mid-West including South Tipperary - houses","%","4.8"
"Percentage Change over 3 months for Residential Property Price Index","2021 August","South-East excluding South Tipperary - houses","%","9.1"
"Percentage Change over 3 months for Residential Property Price Index","2021 August","South-West - houses","%","8.2"
"Percentage Change over 3 months for Residential Property Price Index","2021 September","National - all residential properties","%","5.7"
"Percentage Change over 3 months for Residential Property Price Index","2021 September","National - houses","%","5.8"
"Percentage Change over 3 months for Residential Property Price Index","2021 September","National - apartments","%","4.6"
"Percentage Change over 3 months for Residential Property Price Index","2021 September","Dublin - all residential properties","%","5"
"Percentage Change over 3 months for Residential Property Price Index","2021 September","Dublin - houses","%","5"
"Percentage Change over 3 months for Residential Property Price Index","2021 September","Dublin - apartments","%","5"
"Percentage Change over 3 months for Residential Property Price Index","2021 September","Dublin City - houses","%","5.2"
"Percentage Change over 3 months for Residential Property Price Index","2021 September","Dun Laoghaire-Rathdown - houses","%","4.3"
"Percentage Change over 3 months for Residential Property Price Index","2021 September","Fingal - houses","%","5.5"
"Percentage Change over 3 months for Residential Property Price Index","2021 September","South Dublin - houses","%","5"
"Percentage Change over 3 months for Residential Property Price Index","2021 September","National excluding Dublin - all residential properties","%","6.2"
"Percentage Change over 3 months for Residential Property Price Index","2021 September","National excluding Dublin - houses","%","6.4"
"Percentage Change over 3 months for Residential Property Price Index","2021 September","National excluding Dublin - apartments","%","3.9"
